id,product_id,brand,price,color,purchased,days_on_market
171975,459,samsung,240.53,silver,1,8
40627,483,samsung,280.91,silver,1,22
34353,260,apple,746.09,black,0,30
66605,626,apple,1003.85,gold,0,30
169832,420,samsung,250.97,silver,1,6
126250,372,samsung,727.69,silver,1,17
198173,420,samsung,250.69,black,0,30
58248,528,xiaomi,347.21,white,1,6
48556,26,apple,360.34,gold,1,6
160055,252,apple,1174.09,black,0,30
36648,407,xiaomi,218.25,silver,1,20
110718,616,apple,1007.97,blue,0,30
187517,426,huawei,271.46,blue,0,30
158625,393,huawei,127.38,gold,0,30
106895,120583,honor,218.77,white,1,25
153620,474,samsung,130.99,silver,1,27
21984,141155,xiaomi,257.15,gold,1,22
95910,669,xiaomi,227.6,gold,1,15
97067,22,apple,459.45,silver,1,6
28566,412,samsung,197.43,blue,0,30
113708,251,apple,1055.88,white,1,26
205649,20,apple,459.39,white,1,21
88691,474,samsung,131.64,silver,1,12
147,421,samsung,253.13,white,1,1
204287,248,apple,1086.0,silver,1,7
105290,626,apple,1003.85,silver,1,9
59637,260,apple,732.09,blue,0,30
19192,485,samsung,374.72,white,1,18
53383,20,apple,460.55,silver,1,9
92213,617,apple,1397.09,blue,0,30
195618,476,samsung,131.63,black,1,15
162123,237,apple,1004.89,blue,0,30
89584,483,samsung,284.38,gold,1,19
46091,612,samsung,153.13,white,1,4
114499,426,huawei,271.76,white,1,11
87932,20,apple,462.35,gold,0,30
2525,231,samsung,88.29,silver,1,22
139995,626,apple,969.29,black,1,27
101437,428,huawei,274.11,gold,0,30
47748,626,apple,1003.37,black,0,30
120971,56,apple,582.92,white,0,30
126275,627,apple,1084.12,silver,1,20
49992,646,apple,1747.79,blue,1,8
208484,257,apple,759.09,silver,1,21
173078,557,xiaomi,95.73,white,1,24
43039,408,xiaomi,190.22,silver,1,18
66596,260,apple,766.76,blue,0,30
177495,388,huawei,153.93,gold,0,30
29506,264,apple,817.94,gold,0,30
66945,618,apple,1541.84,black,1,14
186498,420,samsung,247.62,gold,1,20
126332,369,samsung,606.04,black,0,30
105972,27,apple,358.57,white,1,16
46931,566,huawei,95.82,black,1,1
129462,456,samsung,173.93,gold,0,30
137993,420,samsung,246.52,gold,0,30
169152,426,huawei,278.23,gold,0,30
47358,20,apple,460.02,blue,0,30
46236,474,samsung,131.53,black,1,17
101297,646,apple,1741.34,black,0,30
24908,406,xiaomi,196.13,white,1,4
209218,547,vivo,204.1,white,1,5
162201,495,nokia,89.52,black,1,9
74962,420,samsung,250.69,silver,0,30
41383,482,samsung,288.03,silver,1,7
52731,474,samsung,130.48,black,0,30
151025,482,samsung,286.22,white,1,18
56388,45089,samsung,900.64,white,1,4
28421,486,samsung,365.16,blue,1,26
101196,474,samsung,130.7,white,1,0
88185,420,samsung,246.52,white,0,30
127031,485,samsung,369.53,white,1,22
150063,612,samsung,143.4,silver,1,16
130605,485,samsung,371.67,blue,0,30
71306,531,oppo,179.25,white,1,23
210709,420,samsung,247.62,white,0,30
109068,590,vivo,281.06,silver,1,5
140009,408,xiaomi,189.97,white,1,22
204636,462,oppo,141.29,black,0,30
207695,456,samsung,172.14,white,1,18
95634,548,oppo,257.38,silver,1,2
138887,457,samsung,174.05,gold,0,30
123691,406,xiaomi,193.0,silver,1,16
87353,412,samsung,203.35,gold,0,30
191556,456,samsung,170.31,white,1,24
69013,474,samsung,131.02,white,1,20
110015,260,apple,725.08,silver,1,26
89588,260,apple,732.09,white,1,22
166576,420,samsung,250.91,black,1,10
30394,420,samsung,250.69,black,0,30
70004,492,oppo,152.87,silver,0,30
121752,457,samsung,174.32,gold,0,30
153382,66,apple,931.51,silver,0,30
154214,420,samsung,247.08,blue,0,30
176929,458,samsung,225.19,black,1,15
28209,477,samsung,170.91,blue,0,30
101107,474,samsung,130.51,silver,1,3
164000,456,samsung,170.14,white,1,26
86745,474,samsung,130.99,blue,1,27
186078,474,samsung,131.64,black,0,30
105927,431,xiaomi,473.27,white,1,7
75024,408,xiaomi,185.71,silver,1,0
138632,421,samsung,246.45,blue,0,30
136373,487,samsung,361.54,blue,0,30
207459,635,apple,1671.34,silver,1,13
137045,377,samsung,867.17,blue,0,30
119755,456,samsung,170.14,gold,0,30
107202,474,samsung,131.53,blue,0,30
165676,456,samsung,172.14,white,1,17
198482,628,apple,1181.37,black,0,30
183106,230,samsung,95.21,silver,1,1
219689,419,samsung,244.15,blue,0,30
218268,27,apple,358.57,black,1,15
48266,626,apple,975.56,silver,1,0
38837,14,apple,643.23,silver,1,13
99054,269,apple,733.61,black,1,5
71526,474,samsung,130.48,blue,0,30
195524,457,samsung,174.05,silver,1,3
144278,461,oppo,154.19,white,1,18
136970,420,samsung,250.93,white,1,8
165273,612,samsung,143.38,silver,1,16
129212,424,xiaomi,141.29,white,1,16
146145,637,apple,1425.78,silver,1,17
205672,420,samsung,244.03,gold,0,30
154380,420,samsung,251.59,white,1,5
149952,617,apple,1418.05,gold,0,30
141385,457,samsung,173.26,blue,1,16
114387,248,apple,1093.93,black,0,30
66587,11,apple,584.31,blue,0,30
22317,585,xiaomi,197.94,gold,0,30
175343,617,apple,1350.58,gold,0,30
120568,474,samsung,131.64,silver,1,12
212170,420,samsung,250.91,gold,1,9
65654,562,samsung,603.36,blue,1,6
100039,501,huawei,111.66,gold,0,30
217233,420,samsung,246.65,white,1,22
47644,281,huawei,218.54,white,1,2
111034,27,apple,358.18,gold,0,30
6152,458,samsung,223.95,gold,0,30
116751,420,samsung,246.52,black,1,24
197335,482,samsung,283.93,gold,0,30
39231,406,xiaomi,188.03,white,1,10
157274,653,apple,2033.26,white,1,22
204228,456,samsung,172.19,white,1,12
110487,474,samsung,130.48,blue,1,10
143122,252,apple,1173.29,silver,1,6
74005,611,samsung,143.12,white,1,17
177885,482,samsung,287.57,blue,0,30
211554,474,samsung,131.02,blue,0,30
149036,474,samsung,131.92,silver,1,4
68270,485,samsung,367.14,silver,1,25
35864,593,samsung,1026.32,blue,0,30
143670,474,samsung,131.51,white,1,22
139307,482,samsung,285.44,silver,1,11
185435,261,apple,814.64,black,0,30
195567,456,samsung,173.93,white,1,4
207034,411,samsung,196.4,silver,1,16
145766,461,oppo,179.9,silver,0,30
54807,249,apple,1210.55,blue,0,30
170376,408,xiaomi,189.97,white,1,30
166377,485,samsung,378.66,white,1,11
29457,503,huawei,107.59,white,0,30
174448,474,samsung,130.51,blue,0,30
34356,648,apple,1541.87,black,0,30
151098,408,xiaomi,197.15,white,1,10
26686,617,apple,1428.31,white,1,12
31377,22,apple,463.07,black,0,30
130171,66,apple,931.52,blue,0,30
39447,11,apple,534.04,silver,1,18
144285,230,samsung,88.79,gold,0,30
99007,474,samsung,130.99,black,1,25
206176,410,huawei,130.48,black,0,30
85084,644,apple,1634.25,silver,1,15
61354,292,apple,1273.65,white,1,24
102021,626,apple,1003.85,gold,0,30
29606,485,samsung,380.82,blue,1,2
41797,11,apple,531.29,silver,1,27
105245,482,samsung,289.52,white,1,5
197898,231,samsung,88.81,blue,0,30
115908,640,apple,1412.96,silver,1,21
158046,420,samsung,249.86,white,1,17
30931,474,samsung,131.79,silver,1,4
4565,586,xiaomi,229.49,white,1,25
50672,20,apple,460.11,white,1,15
120600,230,samsung,89.84,silver,1,6
83104,670,xiaomi,226.22,blue,0,30
32135,18,apple,462.05,silver,1,24
152955,141155,xiaomi,262.3,silver,1,27
33320,420,samsung,249.86,black,0,30
197464,387,huawei,153.86,gold,0,30
74281,56,apple,581.12,blue,0,30
209477,503,huawei,107.59,blue,0,30
210639,474,samsung,132.15,white,1,2
152510,22,apple,473.37,gold,0,30
18320,11,apple,584.31,blue,0,30
181966,617,apple,1428.31,white,1,12
67809,475,samsung,130.25,gold,1,4
155559,408,xiaomi,190.22,blue,0,30
74172,393,huawei,115.55,black,0,30
163243,590,vivo,281.58,silver,1,5
187424,612,samsung,139.75,silver,1,29
154793,459,samsung,229.39,blue,1,15
155690,474,samsung,131.76,white,1,6
88838,626,apple,1003.85,white,0,30
60189,199,xiaomi,97.79,white,1,18
114251,626,apple,1015.46,black,0,30
213124,474,samsung,131.51,black,0,30
198508,11,apple,521.25,silver,1,8
29699,11,apple,533.69,blue,1,19
4464,257,apple,760.47,silver,1,21
98550,654,apple,1559.63,blue,0,30
102634,459,samsung,223.75,blue,0,30
119577,474,samsung,130.99,white,1,25
142137,408,xiaomi,185.67,blue,0,30
193637,11,apple,513.53,blue,0,30
31504,610,samsung,143.6,gold,0,30
121968,482,samsung,285.4,gold,0,30
38098,438,xiaomi,142.86,black,0,30
18628,501,huawei,111.66,silver,1,10
170952,422,xiaomi,182.5,silver,1,26
174541,393,huawei,126.88,white,1,17
148951,461,oppo,179.28,silver,1,2
168647,11,apple,531.67,silver,1,22
147125,626,apple,1003.6,gold,0,30
122057,626,apple,967.77,silver,1,29
13769,370,samsung,770.9,blue,1,3
126720,626,apple,1003.6,blue,0,30
2696,420,samsung,250.69,gold,0,30
187521,643,apple,1413.16,silver,1,1
72284,351,huawei,165.96,silver,0,30
159951,474,samsung,131.51,silver,1,23
17447,626,apple,975.56,gold,0,30
69520,459,samsung,224.07,silver,1,23
45505,617,apple,1415.48,silver,1,5
186382,20,apple,459.61,blue,0,30
175477,474,samsung,130.99,white,1,26
173482,485,samsung,380.32,silver,1,4
157107,239,apple,1002.31,silver,0,30
141197,474,samsung,130.99,gold,0,30
128922,22,apple,461.14,black,0,30
123705,420,samsung,252.23,white,1,4
215559,372,samsung,727.69,silver,1,18
68088,484,samsung,288.01,white,1,13
6577,408,xiaomi,189.97,white,1,20
67042,377,samsung,782.26,gold,0,30
209540,406,xiaomi,188.02,white,1,10
208711,420,samsung,249.86,silver,1,17
32991,626,apple,992.05,silver,1,22
57366,249,apple,1210.07,blue,1,15
188852,420,samsung,247.52,blue,1,20
6198,67,apple,947.26,silver,1,29
183035,230,samsung,88.8,black,0,30
152325,474,samsung,131.92,black,0,30
182884,269,apple,729.32,silver,1,3
197791,27,apple,358.57,black,0,30
192234,482,samsung,286.48,silver,1,16
171828,647,apple,2053.57,gold,0,30
64007,477,samsung,170.63,blue,0,30
28448,617,apple,1415.48,black,0,30
80498,20,apple,464.08,blue,0,30
215364,408,xiaomi,189.97,black,0,30
11208,351,huawei,169.85,white,1,4
182195,350,meizu,128.45,gold,0,30
192136,643,apple,1412.29,blue,0,30
207468,428,huawei,276.71,silver,0,30
32317,408,xiaomi,190.22,silver,0,30
156682,655,apple,1732.66,gold,1,19
121155,260,apple,745.58,black,1,15
77879,462,oppo,179.92,silver,1,21
71635,230,samsung,89.84,silver,1,6
155841,474,samsung,129.99,black,1,22
15792,412,samsung,197.14,gold,0,30
76762,456,samsung,172.14,black,1,18
26401,269,apple,760.1,blue,1,13
113781,547,vivo,205.9,silver,1,3
95826,477,samsung,170.14,black,0,30
107568,476,samsung,131.53,black,0,30
4882,412,samsung,197.79,blue,0,30
117416,456,samsung,170.92,white,0,30
177824,11,apple,531.41,white,1,25
126192,461,oppo,179.21,silver,1,28
127989,474,samsung,130.99,blue,0,30
198618,377,samsung,782.26,gold,0,30
71482,626,apple,1003.6,gold,0,30
135394,626,apple,1002.77,black,0,30
167760,420,samsung,253.02,gold,0,30
60826,20,apple,459.63,blue,0,30
130010,501,huawei,111.7,silver,1,1
778,474,samsung,130.51,blue,0,30
153113,20,apple,460.51,silver,1,12
26029,260,apple,725.12,silver,0,30
161341,60,apple,696.03,blue,0,30
24422,11,apple,533.14,gold,0,30
3128,474,samsung,131.02,silver,1,21
134429,646,apple,1725.03,gold,0,30
74296,428,huawei,272.05,blue,0,30
104142,408,xiaomi,190.22,silver,1,15
147596,149594,xiaomi,308.86,white,1,28
158464,426,huawei,272.51,black,0,30
177288,54,apple,577.66,gold,1,19
120393,27,apple,359.08,silver,1,2
55394,388,huawei,153.93,blue,0,30
52796,387,huawei,153.85,blue,0,30
146360,411,samsung,196.39,gold,0,30
82593,420,samsung,250.93,blue,0,30
58136,119983,oppo,256.89,blue,0,30
71535,456,samsung,174.05,white,1,2
122808,482,samsung,283.23,gold,1,24
217998,474,samsung,131.53,silver,1,19
154092,626,apple,1003.6,gold,1,16
159182,563,samsung,550.08,gold,1,26
92672,654,apple,1565.03,blue,0,30
93910,420,samsung,250.96,silver,1,7
206,258,apple,804.37,blue,0,30
199628,249,apple,1199.63,white,1,6
206895,11,apple,537.7,silver,1,14
62683,20,apple,462.38,white,1,3
143919,408,xiaomi,185.82,white,1,4
57691,462,oppo,179.28,gold,1,4
181687,590,vivo,283.12,blue,0,30
163374,486,samsung,380.83,black,0,30
211607,60,apple,696.13,silver,1,12
89056,457,samsung,172.23,silver,0,30
203884,248,apple,1086.23,white,1,5
98201,141269,oppo,308.61,blue,0,30
13997,456,samsung,172.17,white,1,15
93365,248,apple,1093.82,white,1,25
25253,483,samsung,286.48,black,1,9
106567,474,samsung,130.99,gold,0,30
65033,485,samsung,380.69,black,0,30
185282,56,apple,583.63,white,1,5
89319,420,samsung,250.96,white,1,7
166954,230,samsung,89.84,silver,1,4
126079,614,xiaomi,432.84,silver,0,30
77359,457,samsung,171.95,silver,1,22
96496,420,samsung,249.86,gold,1,18
34416,369,samsung,606.06,white,1,15
111038,617,apple,1375.82,white,1,25
174608,474,samsung,130.49,silver,1,8
163003,420,samsung,246.52,white,1,24
170093,260,apple,746.22,silver,1,18
126848,11,apple,534.06,silver,1,17
161949,483,samsung,280.91,gold,0,30
126152,298,xiaomi,172.2,blue,0,30
5105,610,samsung,150.22,silver,1,10
208499,632,apple,1003.62,white,1,18
167347,462,oppo,179.84,white,1,14
7418,20,apple,458.54,black,0,30
78333,66,apple,931.52,gold,0,30
104102,617,apple,1404.57,black,1,20
26434,485,samsung,362.72,blue,0,30
14739,457,samsung,173.39,blue,0,30
211582,408,xiaomi,190.22,gold,0,30
8943,260,apple,744.91,white,1,16
54205,463,huawei,946.99,gold,0,30
136022,629,apple,992.11,silver,1,28
203807,474,samsung,131.02,white,1,7
211606,562,samsung,504.48,blue,0,30
176793,459,samsung,229.42,silver,1,14
179593,474,samsung,131.51,white,1,24
16281,562,samsung,544.38,blue,0,30
124900,613,xiaomi,424.46,blue,0,30
184601,420,samsung,250.69,silver,1,15
173527,426,huawei,270.44,silver,1,22
97628,516,vivo,167.29,black,0,30
192036,241,apple,1121.75,blue,0,30
75999,260,apple,745.58,black,0,30
23986,457,samsung,171.9,blue,0,30
61806,459,samsung,229.9,silver,1,28
35994,456,samsung,172.06,blue,0,30
92008,408,xiaomi,190.22,gold,0,30
172396,20,apple,460.31,silver,1,14
83595,20,apple,460.11,blue,0,30
114810,634,apple,1192.81,gold,0,30
158029,260,apple,766.76,blue,0,30
111043,482,samsung,285.4,silver,1,11
165489,484,samsung,284.85,white,1,19
198605,552,huawei,254.54,white,1,15
36837,626,apple,975.56,silver,1,3
178732,420,samsung,242.64,white,1,30
88201,462,oppo,179.28,white,1,2
5631,474,samsung,132.05,white,1,3
138653,428,huawei,256.55,silver,1,29
206636,27,apple,358.57,gold,0,30
48714,231,samsung,88.25,blue,0,30
198219,462,oppo,179.84,blue,1,14
206872,456,samsung,170.79,silver,1,24
39318,249,apple,1210.54,gold,0,30
14553,372,samsung,727.33,gold,0,30
41174,56,apple,582.77,silver,1,21
73070,635,apple,1615.67,gold,0,30
141686,476,samsung,131.63,silver,1,15
172256,617,apple,1419.55,silver,1,17
123418,617,apple,1404.57,blue,0,30
205681,11,apple,533.35,silver,1,20
214143,56,apple,581.12,blue,0,30
63053,474,samsung,131.76,silver,1,5
25506,11,apple,533.26,white,1,21
187181,474,samsung,132.87,white,1,1
14112,66,apple,931.49,black,0,30
176406,485,samsung,375.66,silver,1,16
193781,552,huawei,253.41,silver,1,23
196645,643,apple,1428.58,gold,0,30
151852,420,samsung,250.13,black,1,16
47968,420,samsung,250.78,black,0,30
33588,474,samsung,130.99,silver,1,27
16722,617,apple,1415.48,silver,1,0
25806,420,samsung,248.12,white,1,19
80208,420,samsung,250.82,black,0,30
134784,482,samsung,286.77,silver,1,2
41661,474,samsung,131.51,blue,0,30
7254,420,samsung,250.91,silver,0,30
146656,456,samsung,170.14,white,1,26
217987,420,samsung,252.75,gold,0,30
104586,420,samsung,247.08,white,1,21
168182,531,oppo,179.26,silver,1,16
54940,420,samsung,253.03,gold,0,30
87874,629,apple,1003.86,white,1,16
76779,230,samsung,88.8,black,1,16
27081,420,samsung,244.99,blue,0,30
172615,119983,oppo,218.51,silver,1,25
28905,474,samsung,130.48,gold,0,30
206382,485,samsung,367.31,white,1,25
162475,393,huawei,125.87,white,1,24
88810,413,samsung,196.81,blue,0,30
8773,140758,apple,900.64,black,0,30
38909,412,samsung,195.63,blue,0,30
34202,14,apple,636.8,white,1,9
194349,372,samsung,720.69,gold,0,30
95699,482,samsung,283.23,blue,0,30
36927,461,oppo,177.84,black,0,30
58005,570,oppo,386.08,white,1,18
196373,424,xiaomi,135.01,silver,0,30
130664,457,samsung,170.92,blue,0,30
165403,646,apple,1697.52,blue,0,30
153854,474,samsung,131.64,silver,1,13
200714,420,samsung,250.89,white,1,10
3504,420,samsung,250.91,black,0,30
146764,457,samsung,173.71,blue,0,30
79585,492,oppo,128.45,silver,1,20
204709,420,samsung,243.42,blue,0,30
215468,377,samsung,866.95,white,1,3
204188,351,huawei,165.96,white,0,30
22205,351,huawei,172.21,gold,0,30
98356,459,samsung,229.99,white,1,13
203380,20,apple,458.96,blue,0,30
172608,475,samsung,131.53,silver,1,30
80213,232,samsung,88.81,blue,0,30
166091,459,samsung,229.38,blue,0,30
19632,119981,xiaomi,110.7,white,1,21
112661,456,samsung,172.03,blue,1,20
55014,27,apple,358.57,white,1,14
108039,11,apple,531.67,silver,1,23
40653,474,samsung,131.53,white,1,19
115129,623,apple,1003.85,white,0,30
19156,120378,apple,424.7,black,0,30
192030,260,apple,745.94,white,1,20
115620,54,apple,580.43,gold,1,5
153142,13,apple,566.04,blue,1,18
61959,56,apple,583.03,blue,0,30
173163,482,samsung,283.23,blue,0,30
213817,54,apple,580.34,white,1,5
44497,230,samsung,88.81,white,1,22
63866,260,apple,723.81,gold,0,30
211303,626,apple,1003.37,black,0,30
57577,626,apple,1003.85,blue,0,30
160472,475,samsung,131.53,silver,1,30
159205,612,samsung,145.41,gold,0,30
24797,671,xiaomi,224.34,blue,0,30
194658,626,apple,1003.85,silver,1,10
73089,641,apple,1587.36,gold,1,25
6807,556,xiaomi,97.77,white,1,18
110707,408,xiaomi,190.22,black,1,14
203645,643,apple,1412.88,gold,0,30
104429,457,samsung,173.36,gold,0,30
177017,534,oppo,898.09,white,1,18
169492,474,samsung,130.99,silver,1,30
17595,20,apple,460.54,black,0,30
14601,428,huawei,275.42,silver,1,11
136769,422,xiaomi,180.96,gold,0,30
69411,141155,xiaomi,262.3,blue,0,30
63750,426,huawei,256.95,blue,0,30
140240,456,samsung,172.14,gold,1,16
115465,528,xiaomi,348.12,black,1,4
190468,474,samsung,131.53,blue,1,21
201028,644,apple,1619.09,white,0,30
188365,474,samsung,131.02,white,1,20
116425,230,samsung,88.8,silver,1,21
15897,428,huawei,277.42,gold,0,30
32911,66,apple,952.15,silver,1,13
178000,406,xiaomi,189.97,silver,1,21
83499,474,samsung,131.51,gold,1,22
159887,546,oppo,255.84,black,1,5
18247,476,samsung,131.62,silver,1,15
122738,529,xiaomi,331.72,silver,0,30
41205,646,apple,1741.34,gold,0,30
4790,429,xiaomi,136.01,blue,0,30
203346,482,samsung,288.03,gold,0,30
79928,573,xiaomi,187.64,silver,1,25
76556,474,samsung,131.53,white,1,17
119346,517,vivo,166.77,black,0,30
191682,456,samsung,172.15,white,1,16
199541,141155,xiaomi,254.55,blue,0,30
192069,461,oppo,179.9,blue,0,30
37890,458,samsung,224.63,blue,0,30
155794,528,xiaomi,341.77,silver,0,30
125224,476,samsung,131.53,silver,1,24
85464,27,apple,358.54,white,0,30
172015,618,apple,1541.84,silver,1,11
102464,11,apple,534.04,blue,0,30
88437,670,xiaomi,230.85,blue,0,30
204224,269,apple,731.67,silver,1,1
207601,563,samsung,594.87,white,1,11
151268,458,samsung,230.63,blue,1,4
189401,474,samsung,131.51,silver,1,22
178563,459,samsung,240.93,gold,0,30
67847,238,apple,1004.14,silver,1,10
206807,474,samsung,131.53,blue,0,30
185638,260,apple,730.26,blue,0,30
12028,626,apple,967.8,gold,0,30
173455,27,apple,358.54,blue,1,22
159905,11,apple,531.29,silver,0,30
148584,257,apple,763.8,silver,1,16
201883,62,apple,704.78,gold,0,30
140823,640,apple,1425.24,blue,0,30
72167,410,huawei,130.48,blue,0,30
158663,20,apple,458.42,gold,0,30
194046,62,apple,717.64,silver,1,30
162,474,samsung,130.7,silver,1,0
81024,646,apple,1747.76,gold,0,30
166604,11,apple,531.67,silver,1,24
44990,646,apple,1725.03,gold,0,30
12372,66,apple,931.8,silver,0,30
217267,617,apple,1367.09,silver,1,26
204658,461,oppo,179.92,white,1,10
46353,412,samsung,195.52,silver,1,20
136840,617,apple,1415.48,gold,0,30
127198,482,samsung,283.23,gold,0,30
1082,501,huawei,111.62,silver,1,23
181483,456,samsung,170.88,silver,1,20
180855,260,apple,730.26,gold,0,30
78895,611,samsung,140.72,gold,0,30
152524,420,samsung,250.78,gold,0,30
15455,20,apple,460.55,silver,1,9
188040,420,samsung,249.86,black,1,18
21100,260,apple,745.58,black,0,30
156285,351,huawei,165.96,gold,0,30
201983,458,samsung,223.96,gold,0,30
141936,13,apple,591.75,black,1,10
12080,244,apple,1297.3,gold,0,30
61911,269,apple,728.78,white,1,3
50399,408,xiaomi,190.22,blue,0,30
84064,351,huawei,169.48,silver,1,11
164789,56,apple,581.12,blue,0,30
170270,412,samsung,196.61,white,0,30
5078,474,samsung,131.66,black,1,14
109854,551,huawei,95.19,gold,0,30
43339,411,samsung,196.39,gold,0,30
177809,428,huawei,274.91,white,1,1
6456,627,apple,1052.79,gold,0,30
110810,671,xiaomi,227.26,silver,0,30
131731,646,apple,1747.79,gold,0,30
130942,420,samsung,246.78,blue,0,30
156966,66,apple,931.81,blue,0,30
156861,474,samsung,131.53,silver,1,18
187956,641,apple,1586.91,silver,1,26
9264,482,samsung,285.36,blue,0,30
50029,329,meizu,69.24,black,1,26
125550,474,samsung,130.99,white,1,30
131540,557,xiaomi,95.19,white,1,26
159201,22,apple,463.07,gold,0,30
97447,248,apple,1093.88,silver,0,30
218708,370,samsung,787.04,silver,1,19
80225,426,huawei,274.67,blue,0,30
108632,474,samsung,130.99,white,1,26
77933,474,samsung,130.99,black,0,30
197620,230,samsung,89.84,silver,1,5
192668,260,apple,727.08,gold,0,30
215060,420,samsung,243.22,white,1,28
106526,412,samsung,197.43,gold,0,30
133907,27,apple,358.51,black,0,30
208839,610,samsung,143.4,silver,1,16
106917,626,apple,1003.6,white,1,14
69798,456,samsung,172.22,gold,0,30
159047,257,apple,764.34,black,0,30
135172,412,samsung,195.63,blue,0,30
46070,421,samsung,243.25,blue,0,30
57579,583,xiaomi,201.29,gold,0,30
179165,474,samsung,131.79,white,1,4
41648,646,apple,1741.34,gold,1,17
180100,626,apple,969.01,blue,0,30
64807,66,apple,946.97,white,1,1
47584,406,xiaomi,189.97,blue,0,30
95945,424,xiaomi,135.01,gold,0,30
164312,196,xiaomi,142.17,gold,0,30
152410,485,samsung,380.28,gold,0,30
114958,482,samsung,283.23,blue,0,30
186229,475,samsung,130.25,gold,0,30
6598,230,samsung,88.29,blue,0,30
123079,474,samsung,131.79,silver,1,4
112478,501,huawei,111.66,gold,0,30
146125,54,apple,591.25,black,1,29
73896,643,apple,1428.58,silver,1,4
182337,264,apple,815.95,white,1,14
37049,474,samsung,132.05,silver,0,30
152058,260,apple,723.3,black,0,30
209853,644,apple,1619.09,black,0,30
127912,261,apple,781.79,gold,0,30
123182,615,xiaomi,99.56,silver,1,22
52281,261,apple,797.58,blue,0,30
156072,617,apple,1425.46,black,0,30
129669,474,samsung,131.64,black,1,13
149933,406,xiaomi,203.09,gold,0,30
215961,420,samsung,252.95,silver,1,2
151443,614,xiaomi,433.39,gold,0,30
142979,553,huawei,231.38,gold,0,30
131320,11,apple,513.43,blue,0,30
197023,420,samsung,250.69,blue,0,30
199065,459,samsung,240.53,black,0,30
58384,456,samsung,172.22,white,1,10
134256,474,samsung,130.76,black,1,3
126780,412,samsung,197.13,silver,0,30
3948,562,samsung,553.39,gold,0,30
117226,485,samsung,371.41,gold,0,30
143118,459,samsung,223.75,blue,0,30
53151,420,samsung,250.69,gold,0,30
78320,261,apple,796.04,black,1,21
169924,54,apple,591.78,white,1,28
62671,147521,oppo,308.48,black,0,30
127604,406,xiaomi,187.9,silver,1,11
14221,529,xiaomi,331.54,gold,0,30
44732,670,xiaomi,224.19,gold,0,30
68776,555,xiaomi,86.2,black,0,30
61658,56,apple,581.61,white,1,9
125952,140758,apple,900.64,white,1,24
161324,474,samsung,130.25,white,1,1
163014,486,samsung,365.86,white,1,24
179275,126997,xiaomi,152.13,blue,0,30
209707,482,samsung,289.71,gold,1,4
59464,20,apple,460.5,blue,1,13
217221,20,apple,462.39,blue,1,4
192334,485,samsung,378.77,silver,1,11
182988,670,xiaomi,230.79,blue,0,30
54063,456,samsung,173.88,white,1,6
2140,456,samsung,172.22,white,1,28
148952,388,huawei,152.64,gold,0,30
80346,614,xiaomi,433.17,blue,0,30
130825,230,samsung,88.79,silver,1,23
87661,474,samsung,131.64,white,1,12
8543,260,apple,730.26,silver,1,4
7794,629,apple,975.57,gold,0,30
61573,619,apple,1091.1,gold,0,30
1874,120379,apple,424.7,gold,0,30
18433,260,apple,746.17,white,1,10
45190,238,apple,1008.19,gold,0,30
72130,424,xiaomi,136.17,white,1,18
183775,260,apple,766.76,blue,0,30
119928,408,xiaomi,197.12,white,1,11
141330,260,apple,746.22,black,0,30
120016,370,samsung,794.59,white,1,5
149196,20,apple,458.96,black,0,30
76603,260,apple,745.58,gold,0,30
13895,351,huawei,166.16,gold,1,21
76797,474,samsung,131.53,blue,1,17
91051,474,samsung,130.99,gold,0,30
195658,406,xiaomi,187.89,white,1,14
7470,18,apple,513.01,silver,1,7
186683,20,apple,459.44,gold,0,30
47161,260,apple,727.65,gold,0,30
117998,387,huawei,153.89,silver,0,30
112047,474,samsung,130.99,silver,1,27
11,474,samsung,130.7,white,1,0
119645,484,samsung,292.05,blue,0,30
120441,474,samsung,131.64,silver,1,13
62070,22,apple,469.77,blue,0,30
194175,424,xiaomi,135.01,black,0,30
184641,421,samsung,250.69,blue,0,30
149823,434,xiaomi,231.41,white,1,13
202625,260,apple,746.17,white,1,10
87768,260,apple,724.34,black,1,29
161229,482,samsung,286.22,gold,1,18
13478,617,apple,1397.09,blue,0,30
183365,670,xiaomi,213.06,blue,0,30
208904,456,samsung,172.22,silver,1,11
184808,474,samsung,130.99,gold,0,30
77158,68,apple,1052.77,gold,0,30
179399,485,samsung,369.2,black,0,30
121989,406,xiaomi,196.86,black,0,30
57941,474,samsung,130.49,silver,1,8
8026,27,apple,358.57,gold,0,30
110747,420,samsung,252.75,blue,0,30
88964,474,samsung,131.53,white,1,21
131057,462,oppo,179.85,white,0,30
167054,369,samsung,636.31,silver,1,12
145114,260,apple,743.39,silver,1,21
98491,456,samsung,173.93,gold,0,30
189543,474,samsung,131.64,blue,0,30
59503,640,apple,1418.96,gold,1,19
178334,487,samsung,386.29,black,1,13
143387,474,samsung,131.64,gold,0,30
159881,261,apple,798.23,gold,1,16
140185,260,apple,729.53,silver,1,3
106265,474,samsung,131.51,silver,1,22
163931,269,apple,760.1,gold,0,30
182109,474,samsung,131.51,white,1,23
174285,474,samsung,131.51,silver,1,23
67020,66,apple,931.54,silver,1,14
3572,423,xiaomi,183.27,silver,1,11
157753,635,apple,1671.86,white,1,8
73833,56,apple,580.4,silver,1,25
